[2023-03-13 01:35:42 PM-train1.py-INFO:epoch: 1, dataset: CVC-300, dice: 0.15561166666666668]
[2023-03-13 02:38:56 PM-train1.py-INFO:epoch: 15, dataset: CVC-ColonDB, dice: 0.5701271052631575]
[2023-03-13 02:39:19 PM-train1.py-INFO:epoch: 15, dataset: ETIS-LaribPolypDB, dice: 0.2859821428571431]
[2023-03-13 02:43:04 PM-train1.py-INFO:epoch: 16, dataset: CVC-300, dice: 0.7222433333333335]
[2023-03-13 02:43:06 PM-train1.py-INFO:epoch: 16, dataset: CVC-ClinicDB, dice: 0.7985516129032253]
[2023-03-13 02:43:10 PM-train1.py-INFO:epoch: 16, dataset: Kvasir, dice: 0.7791000000000001]
[2023-03-13 02:43:25 PM-train1.py-INFO:epoch: 16, dataset: CVC-ColonDB, dice: 0.6142236842105266]
[2023-03-13 02:43:47 PM-train1.py-INFO:epoch: 16, dataset: ETIS-LaribPolypDB, dice: 0.40317653061224495]
[2023-03-13 02:43:47 PM-train1.py-INFO:##############################################################################best:3.317295161059331 0.6634590322118662]
[2023-03-13 02:47:29 PM-train1.py-INFO:epoch: 17, dataset: CVC-300, dice: 0.7200083333333333]
[2023-03-13 02:47:31 PM-train1.py-INFO:epoch: 17, dataset: CVC-ClinicDB, dice: 0.7809612903225809]
[2023-03-13 02:47:35 PM-train1.py-INFO:epoch: 17, dataset: Kvasir, dice: 0.7790219999999997]
[2023-03-13 02:47:51 PM-train1.py-INFO:epoch: 17, dataset: CVC-ColonDB, dice: 0.5836647368421055]
[2023-03-13 02:48:14 PM-train1.py-INFO:epoch: 17, dataset: ETIS-LaribPolypDB, dice: 0.4081301020408163]
[2023-03-13 02:51:55 PM-train1.py-INFO:epoch: 18, dataset: CVC-300, dice: 0.7290483333333333]
[2023-03-13 02:51:57 PM-train1.py-INFO:epoch: 18, dataset: CVC-ClinicDB, dice: 0.7903499999999998]
[2023-03-13 02:52:01 PM-train1.py-INFO:epoch: 18, dataset: Kvasir, dice: 0.7841980000000001]
[2023-03-13 02:52:16 PM-train1.py-INFO:epoch: 18, dataset: CVC-ColonDB, dice: 0.5873734210526319]
[2023-03-13 02:52:39 PM-train1.py-INFO:epoch: 18, dataset: ETIS-LaribPolypDB, dice: 0.38175867346938785]
[2023-03-13 02:56:19 PM-train1.py-INFO:epoch: 19, dataset: CVC-300, dice: 0.7105166666666667]
[2023-03-13 02:56:21 PM-train1.py-INFO:epoch: 19, dataset: CVC-ClinicDB, dice: 0.8244499999999998]
[2023-03-13 02:56:25 PM-train1.py-INFO:epoch: 19, dataset: Kvasir, dice: 0.7825779999999993]
[2023-03-13 02:56:40 PM-train1.py-INFO:epoch: 19, dataset: CVC-ColonDB, dice: 0.5993986842105263]
[2023-03-13 02:57:03 PM-train1.py-INFO:epoch: 19, dataset: ETIS-LaribPolypDB, dice: 0.37469081632653073]
[2023-03-13 03:00:43 PM-train1.py-INFO:epoch: 20, dataset: CVC-300, dice: 0.6598616666666668]
[2023-03-13 03:00:45 PM-train1.py-INFO:epoch: 20, dataset: CVC-ClinicDB, dice: 0.8075806451612904]
[2023-03-13 03:00:49 PM-train1.py-INFO:epoch: 20, dataset: Kvasir, dice: 0.7869630000000001]
[2023-03-13 03:01:04 PM-train1.py-INFO:epoch: 20, dataset: CVC-ColonDB, dice: 0.552583684210526]
[2023-03-13 03:01:27 PM-train1.py-INFO:epoch: 20, dataset: ETIS-LaribPolypDB, dice: 0.36615867346938796]
[2023-03-13 03:05:08 PM-train1.py-INFO:epoch: 21, dataset: CVC-300, dice: 0.632906666666667]
[2023-03-13 03:05:10 PM-train1.py-INFO:epoch: 21, dataset: CVC-ClinicDB, dice: 0.8269354838709677]
[2023-03-13 03:05:14 PM-train1.py-INFO:epoch: 21, dataset: Kvasir, dice: 0.7845390000000002]
[2023-03-13 03:05:29 PM-train1.py-INFO:epoch: 21, dataset: CVC-ColonDB, dice: 0.577207105263158]
[2023-03-13 03:05:52 PM-train1.py-INFO:epoch: 21, dataset: ETIS-LaribPolypDB, dice: 0.37998724489795893]
[2023-03-13 03:09:32 PM-train1.py-INFO:epoch: 22, dataset: CVC-300, dice: 0.7007583333333334]
[2023-03-13 03:09:34 PM-train1.py-INFO:epoch: 22, dataset: CVC-ClinicDB, dice: 0.8314096774193549]
[2023-03-13 03:09:38 PM-train1.py-INFO:epoch: 22, dataset: Kvasir, dice: 0.780407]
[2023-03-13 03:09:53 PM-train1.py-INFO:epoch: 22, dataset: CVC-ColonDB, dice: 0.6278757894736839]
[2023-03-13 03:10:16 PM-train1.py-INFO:epoch: 22, dataset: ETIS-LaribPolypDB, dice: 0.3821698979591835]
[2023-03-13 03:10:16 PM-train1.py-INFO:##############################################################################best:3.322620698185556 0.6645241396371112]
[2023-03-13 03:13:54 PM-train1.py-INFO:epoch: 23, dataset: CVC-300, dice: 0.7667900000000004]
[2023-03-13 03:13:56 PM-train1.py-INFO:epoch: 23, dataset: CVC-ClinicDB, dice: 0.812908064516129]
[2023-03-13 03:14:00 PM-train1.py-INFO:epoch: 23, dataset: Kvasir, dice: 0.8025179999999996]
[2023-03-13 03:14:15 PM-train1.py-INFO:epoch: 23, dataset: CVC-ColonDB, dice: 0.6031457894736844]
[2023-03-13 03:14:37 PM-train1.py-INFO:epoch: 23, dataset: ETIS-LaribPolypDB, dice: 0.42762500000000014]
[2023-03-13 03:14:37 PM-train1.py-INFO:##############################################################################best:3.412986853989813 0.6825973707979627]
[2023-03-13 03:18:21 PM-train1.py-INFO:epoch: 24, dataset: CVC-300, dice: 0.7195666666666666]
[2023-03-13 03:18:23 PM-train1.py-INFO:epoch: 24, dataset: CVC-ClinicDB, dice: 0.8218129032258064]
[2023-03-13 03:18:27 PM-train1.py-INFO:epoch: 24, dataset: Kvasir, dice: 0.7875179999999999]
[2023-03-13 03:18:42 PM-train1.py-INFO:epoch: 24, dataset: CVC-ColonDB, dice: 0.5941244736842106]
[2023-03-13 03:19:04 PM-train1.py-INFO:epoch: 24, dataset: ETIS-LaribPolypDB, dice: 0.3697943877551022]
[2023-03-13 03:22:48 PM-train1.py-INFO:epoch: 25, dataset: CVC-300, dice: 0.6166600000000002]
[2023-03-13 03:22:50 PM-train1.py-INFO:epoch: 25, dataset: CVC-ClinicDB, dice: 0.8142870967741933]
[2023-03-13 03:22:54 PM-train1.py-INFO:epoch: 25, dataset: Kvasir, dice: 0.7801649999999998]
[2023-03-13 03:23:09 PM-train1.py-INFO:epoch: 25, dataset: CVC-ColonDB, dice: 0.5792136842105263]
[2023-03-13 03:23:32 PM-train1.py-INFO:epoch: 25, dataset: ETIS-LaribPolypDB, dice: 0.40011785714285725]
[2023-03-13 03:27:16 PM-train1.py-INFO:epoch: 26, dataset: CVC-300, dice: 0.6110116666666664]
[2023-03-13 03:27:17 PM-train1.py-INFO:epoch: 26, dataset: CVC-ClinicDB, dice: 0.8220854838709677]
[2023-03-13 03:27:21 PM-train1.py-INFO:epoch: 26, dataset: Kvasir, dice: 0.789527]
[2023-03-13 03:27:36 PM-train1.py-INFO:epoch: 26, dataset: CVC-ColonDB, dice: 0.5407381578947368]
[2023-03-13 03:27:59 PM-train1.py-INFO:epoch: 26, dataset: ETIS-LaribPolypDB, dice: 0.3644494897959184]
[2023-03-13 03:31:36 PM-train1.py-INFO:epoch: 27, dataset: CVC-300, dice: 0.6936966666666666]
[2023-03-13 03:31:38 PM-train1.py-INFO:epoch: 27, dataset: CVC-ClinicDB, dice: 0.8239354838709678]
[2023-03-13 03:31:42 PM-train1.py-INFO:epoch: 27, dataset: Kvasir, dice: 0.7629269999999999]
[2023-03-13 03:31:57 PM-train1.py-INFO:epoch: 27, dataset: CVC-ColonDB, dice: 0.5666157894736835]
[2023-03-13 03:32:19 PM-train1.py-INFO:epoch: 27, dataset: ETIS-LaribPolypDB, dice: 0.3802750000000003]
[2023-03-13 03:35:56 PM-train1.py-INFO:epoch: 28, dataset: CVC-300, dice: 0.6943683333333335]
[2023-03-13 03:35:58 PM-train1.py-INFO:epoch: 28, dataset: CVC-ClinicDB, dice: 0.8419741935483872]
[2023-03-13 03:36:02 PM-train1.py-INFO:epoch: 28, dataset: Kvasir, dice: 0.7603379999999998]
[2023-03-13 03:36:16 PM-train1.py-INFO:epoch: 28, dataset: CVC-ColonDB, dice: 0.6334931578947365]
[2023-03-13 03:36:39 PM-train1.py-INFO:epoch: 28, dataset: ETIS-LaribPolypDB, dice: 0.3163836734693878]
[2023-03-13 03:40:17 PM-train1.py-INFO:epoch: 29, dataset: CVC-300, dice: 0.7101916666666666]
[2023-03-13 03:40:19 PM-train1.py-INFO:epoch: 29, dataset: CVC-ClinicDB, dice: 0.8396709677419353]
[2023-03-13 03:40:23 PM-train1.py-INFO:epoch: 29, dataset: Kvasir, dice: 0.8093970000000001]
[2023-03-13 03:40:38 PM-train1.py-INFO:epoch: 29, dataset: CVC-ColonDB, dice: 0.6013713157894728]
[2023-03-13 03:41:01 PM-train1.py-INFO:epoch: 29, dataset: ETIS-LaribPolypDB, dice: 0.4275076530612246]
[2023-03-13 03:44:42 PM-train1.py-INFO:epoch: 30, dataset: CVC-300, dice: 0.6992366666666664]
[2023-03-13 03:44:44 PM-train1.py-INFO:epoch: 30, dataset: CVC-ClinicDB, dice: 0.8333370967741938]
[2023-03-13 03:44:48 PM-train1.py-INFO:epoch: 30, dataset: Kvasir, dice: 0.802684]
[2023-03-13 03:45:03 PM-train1.py-INFO:epoch: 30, dataset: CVC-ColonDB, dice: 0.6062813157894739]
[2023-03-13 03:45:26 PM-train1.py-INFO:epoch: 30, dataset: ETIS-LaribPolypDB, dice: 0.39657908163265293]
[2023-03-13 03:49:05 PM-train1.py-INFO:epoch: 31, dataset: CVC-300, dice: 0.6505883333333334]
[2023-03-13 03:49:06 PM-train1.py-INFO:epoch: 31, dataset: CVC-ClinicDB, dice: 0.832183870967742]
[2023-03-13 03:49:10 PM-train1.py-INFO:epoch: 31, dataset: Kvasir, dice: 0.8178679999999997]
[2023-03-13 03:49:25 PM-train1.py-INFO:epoch: 31, dataset: CVC-ColonDB, dice: 0.5856739473684216]
[2023-03-13 03:49:48 PM-train1.py-INFO:epoch: 31, dataset: ETIS-LaribPolypDB, dice: 0.40762551020408166]
[2023-03-13 03:53:30 PM-train1.py-INFO:epoch: 32, dataset: CVC-300, dice: 0.6867533333333331]
[2023-03-13 03:53:32 PM-train1.py-INFO:epoch: 32, dataset: CVC-ClinicDB, dice: 0.8200612903225803]
[2023-03-13 03:53:36 PM-train1.py-INFO:epoch: 32, dataset: Kvasir, dice: 0.7877869999999999]
[2023-03-13 03:53:51 PM-train1.py-INFO:epoch: 32, dataset: CVC-ColonDB, dice: 0.5399710526315792]
[2023-03-13 03:54:13 PM-train1.py-INFO:epoch: 32, dataset: ETIS-LaribPolypDB, dice: 0.27083367346938764]
[2023-03-13 03:57:56 PM-train1.py-INFO:epoch: 33, dataset: CVC-300, dice: 0.7280066666666667]
[2023-03-13 03:57:58 PM-train1.py-INFO:epoch: 33, dataset: CVC-ClinicDB, dice: 0.8552080645161289]
[2023-03-13 03:58:02 PM-train1.py-INFO:epoch: 33, dataset: Kvasir, dice: 0.7866740000000003]
[2023-03-13 03:58:17 PM-train1.py-INFO:epoch: 33, dataset: CVC-ColonDB, dice: 0.6202547368421049]
[2023-03-13 03:58:39 PM-train1.py-INFO:epoch: 33, dataset: ETIS-LaribPolypDB, dice: 0.4151030612244898]
[2023-03-13 04:02:23 PM-train1.py-INFO:epoch: 34, dataset: CVC-300, dice: 0.7858633333333329]
[2023-03-13 04:02:24 PM-train1.py-INFO:epoch: 34, dataset: CVC-ClinicDB, dice: 0.8477709677419358]
[2023-03-13 04:02:28 PM-train1.py-INFO:epoch: 34, dataset: Kvasir, dice: 0.8267569999999996]
[2023-03-13 04:02:44 PM-train1.py-INFO:epoch: 34, dataset: CVC-ColonDB, dice: 0.6403889473684211]
[2023-03-13 04:03:07 PM-train1.py-INFO:epoch: 34, dataset: ETIS-LaribPolypDB, dice: 0.4014244897959186]
[2023-03-13 04:03:07 PM-train1.py-INFO:##############################################################################best:3.502204738239608 0.7004409476479216]
[2023-03-13 04:06:49 PM-train1.py-INFO:epoch: 35, dataset: CVC-300, dice: 0.7635616666666666]
[2023-03-13 04:06:50 PM-train1.py-INFO:epoch: 35, dataset: CVC-ClinicDB, dice: 0.8184516129032259]
[2023-03-13 04:06:55 PM-train1.py-INFO:epoch: 35, dataset: Kvasir, dice: 0.816789]
[2023-03-13 04:07:10 PM-train1.py-INFO:epoch: 35, dataset: CVC-ColonDB, dice: 0.5992892105263153]
[2023-03-13 04:07:32 PM-train1.py-INFO:epoch: 35, dataset: ETIS-LaribPolypDB, dice: 0.35670714285714294]
[2023-03-13 04:11:17 PM-train1.py-INFO:epoch: 36, dataset: CVC-300, dice: 0.7602650000000001]
[2023-03-13 04:11:19 PM-train1.py-INFO:epoch: 36, dataset: CVC-ClinicDB, dice: 0.8618629032258065]
[2023-03-13 04:11:23 PM-train1.py-INFO:epoch: 36, dataset: Kvasir, dice: 0.8148339999999996]
[2023-03-13 04:11:38 PM-train1.py-INFO:epoch: 36, dataset: CVC-ColonDB, dice: 0.6113031578947369]
[2023-03-13 04:12:00 PM-train1.py-INFO:epoch: 36, dataset: ETIS-LaribPolypDB, dice: 0.45769234693877525]
[2023-03-13 04:12:00 PM-train1.py-INFO:##############################################################################best:3.5059574080593183 0.7011914816118636]
[2023-03-13 04:15:40 PM-train1.py-INFO:epoch: 37, dataset: CVC-300, dice: 0.7628983333333333]
[2023-03-13 04:15:42 PM-train1.py-INFO:epoch: 37, dataset: CVC-ClinicDB, dice: 0.8497983870967741]
[2023-03-13 04:15:46 PM-train1.py-INFO:epoch: 37, dataset: Kvasir, dice: 0.8198980000000003]
[2023-03-13 04:16:01 PM-train1.py-INFO:epoch: 37, dataset: CVC-ColonDB, dice: 0.6308499999999997]
[2023-03-13 04:16:24 PM-train1.py-INFO:epoch: 37, dataset: ETIS-LaribPolypDB, dice: 0.3791892857142857]
[2023-03-13 04:20:04 PM-train1.py-INFO:epoch: 38, dataset: CVC-300, dice: 0.7751333333333333]
[2023-03-13 04:20:06 PM-train1.py-INFO:epoch: 38, dataset: CVC-ClinicDB, dice: 0.8818532258064515]
[2023-03-13 04:20:10 PM-train1.py-INFO:epoch: 38, dataset: Kvasir, dice: 0.814092]
[2023-03-13 04:20:24 PM-train1.py-INFO:epoch: 38, dataset: CVC-ColonDB, dice: 0.6476439473684217]
[2023-03-13 04:20:47 PM-train1.py-INFO:epoch: 38, dataset: ETIS-LaribPolypDB, dice: 0.440855612244898]
[2023-03-13 04:20:47 PM-train1.py-INFO:##############################################################################best:3.559578118753105 0.711915623750621]
[2023-03-13 04:24:28 PM-train1.py-INFO:epoch: 39, dataset: CVC-300, dice: 0.7483183333333333]
[2023-03-13 04:24:30 PM-train1.py-INFO:epoch: 39, dataset: CVC-ClinicDB, dice: 0.8534935483870967]
[2023-03-13 04:24:34 PM-train1.py-INFO:epoch: 39, dataset: Kvasir, dice: 0.8203499999999994]
[2023-03-13 04:24:48 PM-train1.py-INFO:epoch: 39, dataset: CVC-ColonDB, dice: 0.6170481578947365]
[2023-03-13 04:25:11 PM-train1.py-INFO:epoch: 39, dataset: ETIS-LaribPolypDB, dice: 0.43732397959183666]
[2023-03-13 04:28:51 PM-train1.py-INFO:epoch: 40, dataset: CVC-300, dice: 0.7329683333333333]
[2023-03-13 04:28:52 PM-train1.py-INFO:epoch: 40, dataset: CVC-ClinicDB, dice: 0.8650338709677419]
[2023-03-13 04:28:56 PM-train1.py-INFO:epoch: 40, dataset: Kvasir, dice: 0.8146439999999999]
[2023-03-13 04:29:11 PM-train1.py-INFO:epoch: 40, dataset: CVC-ColonDB, dice: 0.6175547368421053]
[2023-03-13 04:29:33 PM-train1.py-INFO:epoch: 40, dataset: ETIS-LaribPolypDB, dice: 0.39611530612244894]
[2023-03-13 04:33:13 PM-train1.py-INFO:epoch: 41, dataset: CVC-300, dice: 0.6901250000000001]
[2023-03-13 04:33:15 PM-train1.py-INFO:epoch: 41, dataset: CVC-ClinicDB, dice: 0.8523193548387098]
[2023-03-13 04:33:19 PM-train1.py-INFO:epoch: 41, dataset: Kvasir, dice: 0.8275989999999998]
[2023-03-13 04:33:34 PM-train1.py-INFO:epoch: 41, dataset: CVC-ColonDB, dice: 0.5820765789473689]
[2023-03-13 04:33:56 PM-train1.py-INFO:epoch: 41, dataset: ETIS-LaribPolypDB, dice: 0.46192448979591866]
[2023-03-13 04:37:38 PM-train1.py-INFO:epoch: 42, dataset: CVC-300, dice: 0.7243116666666665]
[2023-03-13 04:37:39 PM-train1.py-INFO:epoch: 42, dataset: CVC-ClinicDB, dice: 0.8500483870967743]
[2023-03-13 04:37:43 PM-train1.py-INFO:epoch: 42, dataset: Kvasir, dice: 0.8020130000000001]
[2023-03-13 04:37:58 PM-train1.py-INFO:epoch: 42, dataset: CVC-ColonDB, dice: 0.5803726315789475]
[2023-03-13 04:38:21 PM-train1.py-INFO:epoch: 42, dataset: ETIS-LaribPolypDB, dice: 0.4318249999999999]
[2023-03-13 04:42:00 PM-train1.py-INFO:epoch: 43, dataset: CVC-300, dice: 0.7018099999999999]
[2023-03-13 04:42:02 PM-train1.py-INFO:epoch: 43, dataset: CVC-ClinicDB, dice: 0.849440322580645]
[2023-03-13 04:42:06 PM-train1.py-INFO:epoch: 43, dataset: Kvasir, dice: 0.8086410000000002]
[2023-03-13 04:42:21 PM-train1.py-INFO:epoch: 43, dataset: CVC-ColonDB, dice: 0.579283947368421]
[2023-03-13 04:42:43 PM-train1.py-INFO:epoch: 43, dataset: ETIS-LaribPolypDB, dice: 0.36601326530612255]
[2023-03-13 04:46:23 PM-train1.py-INFO:epoch: 44, dataset: CVC-300, dice: 0.7014233333333336]
[2023-03-13 04:46:24 PM-train1.py-INFO:epoch: 44, dataset: CVC-ClinicDB, dice: 0.8426016129032259]
[2023-03-13 04:46:28 PM-train1.py-INFO:epoch: 44, dataset: Kvasir, dice: 0.8168239999999998]
