[2023-03-20 04:13:39 PM-train.py-INFO:epoch: 1, dataset: CVC-300, dice: 0.7640616666666668]
[2023-03-20 04:36:57 PM-train.py-INFO:epoch: 6, dataset: CVC-300, dice: 0.8764000000000002]
[2023-03-20 04:37:00 PM-train.py-INFO:epoch: 6, dataset: CVC-ClinicDB, dice: 0.9128177419354839]
[2023-03-20 04:37:05 PM-train.py-INFO:epoch: 6, dataset: Kvasir, dice: 0.9039010000000001]
[2023-03-20 04:37:26 PM-train.py-INFO:epoch: 6, dataset: CVC-ColonDB, dice: 0.7819586842105258]
[2023-03-20 04:37:49 PM-train.py-INFO:epoch: 6, dataset: ETIS-LaribPolypDB, dice: 0.7990204081632651]
[2023-03-20 04:37:49 PM-train.py-INFO:##############################################################################best:4.274097834309275 0.854819566861855]
[2023-03-20 04:41:33 PM-train.py-INFO:epoch: 7, dataset: CVC-300, dice: 0.8847983333333335]
[2023-03-20 04:41:36 PM-train.py-INFO:epoch: 7, dataset: CVC-ClinicDB, dice: 0.9186629032258062]
[2023-03-20 04:41:41 PM-train.py-INFO:epoch: 7, dataset: Kvasir, dice: 0.9058150000000001]
[2023-03-20 04:42:01 PM-train.py-INFO:epoch: 7, dataset: CVC-ColonDB, dice: 0.7664160526315792]
[2023-03-20 04:42:25 PM-train.py-INFO:epoch: 7, dataset: ETIS-LaribPolypDB, dice: 0.7497454081632657]
[2023-03-20 04:46:14 PM-train.py-INFO:epoch: 8, dataset: CVC-300, dice: 0.8882333333333333]
[2023-03-20 04:46:16 PM-train.py-INFO:epoch: 8, dataset: CVC-ClinicDB, dice: 0.9046935483870966]
[2023-03-20 04:46:22 PM-train.py-INFO:epoch: 8, dataset: Kvasir, dice: 0.9070710000000004]
[2023-03-20 04:46:42 PM-train.py-INFO:epoch: 8, dataset: CVC-ColonDB, dice: 0.7941944736842107]
[2023-03-20 04:47:05 PM-train.py-INFO:epoch: 8, dataset: ETIS-LaribPolypDB, dice: 0.733023979591837]
[2023-03-20 04:50:55 PM-train.py-INFO:epoch: 9, dataset: CVC-300, dice: 0.890405]
[2023-03-20 04:50:58 PM-train.py-INFO:epoch: 9, dataset: CVC-ClinicDB, dice: 0.8614209677419357]
[2023-03-20 04:51:03 PM-train.py-INFO:epoch: 9, dataset: Kvasir, dice: 0.868002]
[2023-03-20 04:51:24 PM-train.py-INFO:epoch: 9, dataset: CVC-ColonDB, dice: 0.7144460526315782]
[2023-03-20 04:51:47 PM-train.py-INFO:epoch: 9, dataset: ETIS-LaribPolypDB, dice: 0.6254540816326531]
[2023-03-20 04:55:36 PM-train.py-INFO:epoch: 10, dataset: CVC-300, dice: 0.8974916666666668]
[2023-03-20 04:55:39 PM-train.py-INFO:epoch: 10, dataset: CVC-ClinicDB, dice: 0.9098209677419355]
[2023-03-20 04:55:44 PM-train.py-INFO:epoch: 10, dataset: Kvasir, dice: 0.8911939999999998]
[2023-03-20 04:56:04 PM-train.py-INFO:epoch: 10, dataset: CVC-ColonDB, dice: 0.78747052631579]
[2023-03-20 04:56:27 PM-train.py-INFO:epoch: 10, dataset: ETIS-LaribPolypDB, dice: 0.7170653061224489]
[2023-03-20 05:00:19 PM-train.py-INFO:epoch: 11, dataset: CVC-300, dice: 0.8891283333333335]
[2023-03-20 05:00:22 PM-train.py-INFO:epoch: 11, dataset: CVC-ClinicDB, dice: 0.918164516129032]
[2023-03-20 05:00:27 PM-train.py-INFO:epoch: 11, dataset: Kvasir, dice: 0.9073270000000001]
[2023-03-20 05:00:47 PM-train.py-INFO:epoch: 11, dataset: CVC-ColonDB, dice: 0.7936063157894736]
[2023-03-20 05:01:10 PM-train.py-INFO:epoch: 11, dataset: ETIS-LaribPolypDB, dice: 0.7591290816326534]
[2023-03-20 05:04:57 PM-train.py-INFO:epoch: 12, dataset: CVC-300, dice: 0.8675250000000002]
[2023-03-20 05:04:59 PM-train.py-INFO:epoch: 12, dataset: CVC-ClinicDB, dice: 0.9150887096774196]
[2023-03-20 05:05:05 PM-train.py-INFO:epoch: 12, dataset: Kvasir, dice: 0.8930660000000005]
[2023-03-20 05:05:25 PM-train.py-INFO:epoch: 12, dataset: CVC-ColonDB, dice: 0.7683110526315788]
[2023-03-20 05:05:48 PM-train.py-INFO:epoch: 12, dataset: ETIS-LaribPolypDB, dice: 0.748658163265306]
[2023-03-20 05:09:42 PM-train.py-INFO:epoch: 13, dataset: CVC-300, dice: 0.8694183333333333]
[2023-03-20 05:09:44 PM-train.py-INFO:epoch: 13, dataset: CVC-ClinicDB, dice: 0.9206258064516128]
[2023-03-20 05:09:50 PM-train.py-INFO:epoch: 13, dataset: Kvasir, dice: 0.8997599999999999]
[2023-03-20 05:10:10 PM-train.py-INFO:epoch: 13, dataset: CVC-ColonDB, dice: 0.7888049999999999]
[2023-03-20 05:10:33 PM-train.py-INFO:epoch: 13, dataset: ETIS-LaribPolypDB, dice: 0.7654979591836734]
[2023-03-20 05:14:31 PM-train.py-INFO:epoch: 14, dataset: CVC-300, dice: 0.8612833333333335]
[2023-03-20 05:14:33 PM-train.py-INFO:epoch: 14, dataset: CVC-ClinicDB, dice: 0.9161064516129032]
[2023-03-20 05:14:39 PM-train.py-INFO:epoch: 14, dataset: Kvasir, dice: 0.9006220000000004]
[2023-03-20 05:14:59 PM-train.py-INFO:epoch: 14, dataset: CVC-ColonDB, dice: 0.7975392105263153]
[2023-03-20 05:15:22 PM-train.py-INFO:epoch: 14, dataset: ETIS-LaribPolypDB, dice: 0.7652602040816328]
[2023-03-20 05:19:15 PM-train.py-INFO:epoch: 15, dataset: CVC-300, dice: 0.8900133333333333]
[2023-03-20 05:19:17 PM-train.py-INFO:epoch: 15, dataset: CVC-ClinicDB, dice: 0.9227999999999997]
[2023-03-20 05:19:23 PM-train.py-INFO:epoch: 15, dataset: Kvasir, dice: 0.8913249999999997]
[2023-03-20 05:19:43 PM-train.py-INFO:epoch: 15, dataset: CVC-ColonDB, dice: 0.7852028947368422]
[2023-03-20 05:20:06 PM-train.py-INFO:epoch: 15, dataset: ETIS-LaribPolypDB, dice: 0.7410510204081628]
[2023-03-20 05:24:00 PM-train.py-INFO:epoch: 16, dataset: CVC-300, dice: 0.8745099999999998]
[2023-03-20 05:24:03 PM-train.py-INFO:epoch: 16, dataset: CVC-ClinicDB, dice: 0.9129854838709676]
[2023-03-20 05:24:08 PM-train.py-INFO:epoch: 16, dataset: Kvasir, dice: 0.9088870000000001]
[2023-03-20 05:24:28 PM-train.py-INFO:epoch: 16, dataset: CVC-ColonDB, dice: 0.7798697368421055]
[2023-03-20 05:24:51 PM-train.py-INFO:epoch: 16, dataset: ETIS-LaribPolypDB, dice: 0.7377602040816329]
[2023-03-20 05:28:45 PM-train.py-INFO:epoch: 17, dataset: CVC-300, dice: 0.8651616666666666]
[2023-03-20 05:28:47 PM-train.py-INFO:epoch: 17, dataset: CVC-ClinicDB, dice: 0.9096387096774194]
[2023-03-20 05:28:53 PM-train.py-INFO:epoch: 17, dataset: Kvasir, dice: 0.8915619999999994]
[2023-03-20 05:29:13 PM-train.py-INFO:epoch: 17, dataset: CVC-ColonDB, dice: 0.7844365789473685]
[2023-03-20 05:29:35 PM-train.py-INFO:epoch: 17, dataset: ETIS-LaribPolypDB, dice: 0.7409321428571429]
[2023-03-20 05:33:30 PM-train.py-INFO:epoch: 18, dataset: CVC-300, dice: 0.87884]
[2023-03-20 05:33:33 PM-train.py-INFO:epoch: 18, dataset: CVC-ClinicDB, dice: 0.9225516129032257]
[2023-03-20 05:33:38 PM-train.py-INFO:epoch: 18, dataset: Kvasir, dice: 0.9097569999999996]
[2023-03-20 05:33:58 PM-train.py-INFO:epoch: 18, dataset: CVC-ColonDB, dice: 0.7929923684210528]
[2023-03-20 05:34:21 PM-train.py-INFO:epoch: 18, dataset: ETIS-LaribPolypDB, dice: 0.7751397959183669]
[2023-03-20 05:34:21 PM-train.py-INFO:##############################################################################best:4.279280777242644 0.8558561554485289]
[2023-03-20 05:38:14 PM-train.py-INFO:epoch: 19, dataset: CVC-300, dice: 0.8796816666666668]
[2023-03-20 05:38:17 PM-train.py-INFO:epoch: 19, dataset: CVC-ClinicDB, dice: 0.9171096774193546]
[2023-03-20 05:38:22 PM-train.py-INFO:epoch: 19, dataset: Kvasir, dice: 0.9145680000000005]
[2023-03-20 05:38:42 PM-train.py-INFO:epoch: 19, dataset: CVC-ColonDB, dice: 0.790559210526317]
[2023-03-20 05:39:05 PM-train.py-INFO:epoch: 19, dataset: ETIS-LaribPolypDB, dice: 0.7838959183673472]
[2023-03-20 05:39:05 PM-train.py-INFO:##############################################################################best:4.285814472979686 0.8571628945959372]
[2023-03-20 05:43:01 PM-train.py-INFO:epoch: 20, dataset: CVC-300, dice: 0.8853033333333333]
[2023-03-20 05:43:03 PM-train.py-INFO:epoch: 20, dataset: CVC-ClinicDB, dice: 0.9406403225806449]
[2023-03-20 05:43:09 PM-train.py-INFO:epoch: 20, dataset: Kvasir, dice: 0.9132220000000001]
[2023-03-20 05:43:29 PM-train.py-INFO:epoch: 20, dataset: CVC-ColonDB, dice: 0.7926007894736848]
[2023-03-20 05:43:52 PM-train.py-INFO:epoch: 20, dataset: ETIS-LaribPolypDB, dice: 0.7835515306122454]
[2023-03-20 05:43:52 PM-train.py-INFO:##############################################################################best:4.315317975999909 0.8630635951999818]
[2023-03-20 05:47:49 PM-train.py-INFO:epoch: 21, dataset: CVC-300, dice: 0.8304433333333331]
[2023-03-20 05:47:51 PM-train.py-INFO:epoch: 21, dataset: CVC-ClinicDB, dice: 0.8976919354838708]
[2023-03-20 05:47:56 PM-train.py-INFO:epoch: 21, dataset: Kvasir, dice: 0.8902790000000003]
[2023-03-20 05:48:17 PM-train.py-INFO:epoch: 21, dataset: CVC-ColonDB, dice: 0.7596318421052624]
[2023-03-20 05:48:39 PM-train.py-INFO:epoch: 21, dataset: ETIS-LaribPolypDB, dice: 0.686988265306122]
[2023-03-20 05:52:36 PM-train.py-INFO:epoch: 22, dataset: CVC-300, dice: 0.8902516666666666]
[2023-03-20 05:52:38 PM-train.py-INFO:epoch: 22, dataset: CVC-ClinicDB, dice: 0.93511935483871]
[2023-03-20 05:52:44 PM-train.py-INFO:epoch: 22, dataset: Kvasir, dice: 0.906808]
[2023-03-20 05:53:04 PM-train.py-INFO:epoch: 22, dataset: CVC-ColonDB, dice: 0.7896152631578957]
[2023-03-20 05:53:27 PM-train.py-INFO:epoch: 22, dataset: ETIS-LaribPolypDB, dice: 0.751075]
[2023-03-20 05:57:10 PM-train.py-INFO:epoch: 23, dataset: CVC-300, dice: 0.8725133333333333]
[2023-03-20 05:57:13 PM-train.py-INFO:epoch: 23, dataset: CVC-ClinicDB, dice: 0.9292790322580647]
[2023-03-20 05:57:18 PM-train.py-INFO:epoch: 23, dataset: Kvasir, dice: 0.9060399999999994]
[2023-03-20 05:57:38 PM-train.py-INFO:epoch: 23, dataset: CVC-ColonDB, dice: 0.7984134210526324]
[2023-03-20 05:58:01 PM-train.py-INFO:epoch: 23, dataset: ETIS-LaribPolypDB, dice: 0.7619107142857142]
[2023-03-20 06:01:45 PM-train.py-INFO:epoch: 24, dataset: CVC-300, dice: 0.8826299999999997]
[2023-03-20 06:01:48 PM-train.py-INFO:epoch: 24, dataset: CVC-ClinicDB, dice: 0.9335370967741935]
[2023-03-20 06:01:53 PM-train.py-INFO:epoch: 24, dataset: Kvasir, dice: 0.9118099999999997]
[2023-03-20 06:02:13 PM-train.py-INFO:epoch: 24, dataset: CVC-ColonDB, dice: 0.8114123684210534]
[2023-03-20 06:02:37 PM-train.py-INFO:epoch: 24, dataset: ETIS-LaribPolypDB, dice: 0.7704617346938777]
[2023-03-20 06:06:20 PM-train.py-INFO:epoch: 25, dataset: CVC-300, dice: 0.8854733333333336]
[2023-03-20 06:06:23 PM-train.py-INFO:epoch: 25, dataset: CVC-ClinicDB, dice: 0.9316951612903224]
[2023-03-20 06:06:28 PM-train.py-INFO:epoch: 25, dataset: Kvasir, dice: 0.8779000000000002]
[2023-03-20 06:06:48 PM-train.py-INFO:epoch: 25, dataset: CVC-ColonDB, dice: 0.7736144736842105]
[2023-03-20 06:07:11 PM-train.py-INFO:epoch: 25, dataset: ETIS-LaribPolypDB, dice: 0.7504892857142859]
[2023-03-20 06:10:54 PM-train.py-INFO:epoch: 26, dataset: CVC-300, dice: 0.8645833333333335]
[2023-03-20 06:10:56 PM-train.py-INFO:epoch: 26, dataset: CVC-ClinicDB, dice: 0.8784693548387096]
[2023-03-20 06:11:02 PM-train.py-INFO:epoch: 26, dataset: Kvasir, dice: 0.8440030000000001]
[2023-03-20 06:11:21 PM-train.py-INFO:epoch: 26, dataset: CVC-ColonDB, dice: 0.7003226315789475]
[2023-03-20 06:11:45 PM-train.py-INFO:epoch: 26, dataset: ETIS-LaribPolypDB, dice: 0.5878418367346939]
[2023-03-20 06:15:28 PM-train.py-INFO:epoch: 27, dataset: CVC-300, dice: 0.8624033333333333]
[2023-03-20 06:15:31 PM-train.py-INFO:epoch: 27, dataset: CVC-ClinicDB, dice: 0.9387967741935485]
[2023-03-20 06:15:36 PM-train.py-INFO:epoch: 27, dataset: Kvasir, dice: 0.9128779999999997]
[2023-03-20 06:15:56 PM-train.py-INFO:epoch: 27, dataset: CVC-ColonDB, dice: 0.7992423684210519]
[2023-03-20 06:16:19 PM-train.py-INFO:epoch: 27, dataset: ETIS-LaribPolypDB, dice: 0.7439423469387756]
[2023-03-20 06:20:01 PM-train.py-INFO:epoch: 28, dataset: CVC-300, dice: 0.8811549999999998]
[2023-03-20 06:20:03 PM-train.py-INFO:epoch: 28, dataset: CVC-ClinicDB, dice: 0.9141596774193546]
[2023-03-20 06:20:09 PM-train.py-INFO:epoch: 28, dataset: Kvasir, dice: 0.9119620000000002]
[2023-03-20 06:20:29 PM-train.py-INFO:epoch: 28, dataset: CVC-ColonDB, dice: 0.7766560526315788]
[2023-03-20 06:20:53 PM-train.py-INFO:epoch: 28, dataset: ETIS-LaribPolypDB, dice: 0.761292346938776]
[2023-03-20 06:24:35 PM-train.py-INFO:epoch: 29, dataset: CVC-300, dice: 0.8871516666666664]
[2023-03-20 06:24:37 PM-train.py-INFO:epoch: 29, dataset: CVC-ClinicDB, dice: 0.925359677419355]
[2023-03-20 06:24:43 PM-train.py-INFO:epoch: 29, dataset: Kvasir, dice: 0.9225639999999997]
[2023-03-20 06:25:03 PM-train.py-INFO:epoch: 29, dataset: CVC-ColonDB, dice: 0.788611842105263]
[2023-03-20 06:25:26 PM-train.py-INFO:epoch: 29, dataset: ETIS-LaribPolypDB, dice: 0.7619938775510202]
[2023-03-20 06:29:09 PM-train.py-INFO:epoch: 30, dataset: CVC-300, dice: 0.8867016666666667]
[2023-03-20 06:29:12 PM-train.py-INFO:epoch: 30, dataset: CVC-ClinicDB, dice: 0.9263112903225805]
[2023-03-20 06:29:17 PM-train.py-INFO:epoch: 30, dataset: Kvasir, dice: 0.9153140000000001]
[2023-03-20 06:29:37 PM-train.py-INFO:epoch: 30, dataset: CVC-ColonDB, dice: 0.7851502631578945]
[2023-03-20 06:30:00 PM-train.py-INFO:epoch: 30, dataset: ETIS-LaribPolypDB, dice: 0.7692714285714289]
[2023-03-20 06:33:42 PM-train.py-INFO:epoch: 31, dataset: CVC-300, dice: 0.8868849999999999]
[2023-03-20 06:33:45 PM-train.py-INFO:epoch: 31, dataset: CVC-ClinicDB, dice: 0.9236306451612907]
[2023-03-20 06:33:50 PM-train.py-INFO:epoch: 31, dataset: Kvasir, dice: 0.9141160000000004]
[2023-03-20 06:34:10 PM-train.py-INFO:epoch: 31, dataset: CVC-ColonDB, dice: 0.792993947368421]
[2023-03-20 06:34:34 PM-train.py-INFO:epoch: 31, dataset: ETIS-LaribPolypDB, dice: 0.7666045918367351]
[2023-03-20 06:38:16 PM-train.py-INFO:epoch: 32, dataset: CVC-300, dice: 0.8816533333333335]
[2023-03-20 06:38:18 PM-train.py-INFO:epoch: 32, dataset: CVC-ClinicDB, dice: 0.9243193548387102]
[2023-03-20 06:38:24 PM-train.py-INFO:epoch: 32, dataset: Kvasir, dice: 0.9137200000000004]
[2023-03-20 06:38:44 PM-train.py-INFO:epoch: 32, dataset: CVC-ColonDB, dice: 0.7889376315789477]
[2023-03-20 06:39:07 PM-train.py-INFO:epoch: 32, dataset: ETIS-LaribPolypDB, dice: 0.7387158163265308]
[2023-03-20 06:42:51 PM-train.py-INFO:epoch: 33, dataset: CVC-300, dice: 0.8803566666666668]
[2023-03-20 06:42:54 PM-train.py-INFO:epoch: 33, dataset: CVC-ClinicDB, dice: 0.9183145161290321]
[2023-03-20 06:42:59 PM-train.py-INFO:epoch: 33, dataset: Kvasir, dice: 0.9119009999999999]
[2023-03-20 06:43:19 PM-train.py-INFO:epoch: 33, dataset: CVC-ColonDB, dice: 0.7851878947368407]
[2023-03-20 06:43:42 PM-train.py-INFO:epoch: 33, dataset: ETIS-LaribPolypDB, dice: 0.7473443877551019]
[2023-03-20 06:47:24 PM-train.py-INFO:epoch: 34, dataset: CVC-300, dice: 0.8896116666666668]
[2023-03-20 06:47:27 PM-train.py-INFO:epoch: 34, dataset: CVC-ClinicDB, dice: 0.9222064516129034]
[2023-03-20 06:47:32 PM-train.py-INFO:epoch: 34, dataset: Kvasir, dice: 0.9079629999999999]
[2023-03-20 06:47:52 PM-train.py-INFO:epoch: 34, dataset: CVC-ColonDB, dice: 0.7860513157894737]
[2023-03-20 06:48:15 PM-train.py-INFO:epoch: 34, dataset: ETIS-LaribPolypDB, dice: 0.739337244897959]
[2023-03-20 06:51:57 PM-train.py-INFO:epoch: 35, dataset: CVC-300, dice: 0.8880283333333334]
[2023-03-20 06:51:59 PM-train.py-INFO:epoch: 35, dataset: CVC-ClinicDB, dice: 0.935241935483871]
[2023-03-20 06:52:04 PM-train.py-INFO:epoch: 35, dataset: Kvasir, dice: 0.910943]
[2023-03-20 06:52:24 PM-train.py-INFO:epoch: 35, dataset: CVC-ColonDB, dice: 0.7931063157894741]
[2023-03-20 06:52:48 PM-train.py-INFO:epoch: 35, dataset: ETIS-LaribPolypDB, dice: 0.7391071428571433]
[2023-03-20 06:56:32 PM-train.py-INFO:epoch: 36, dataset: CVC-300, dice: 0.8833266666666671]
[2023-03-20 06:56:34 PM-train.py-INFO:epoch: 36, dataset: CVC-ClinicDB, dice: 0.9267983870967742]
[2023-03-20 06:56:39 PM-train.py-INFO:epoch: 36, dataset: Kvasir, dice: 0.9124740000000006]
[2023-03-20 06:57:00 PM-train.py-INFO:epoch: 36, dataset: CVC-ColonDB, dice: 0.7702110526315793]
[2023-03-20 06:57:24 PM-train.py-INFO:epoch: 36, dataset: ETIS-LaribPolypDB, dice: 0.745487755102041]
[2023-03-20 07:01:07 PM-train.py-INFO:epoch: 37, dataset: CVC-300, dice: 0.8851350000000002]
[2023-03-20 07:01:09 PM-train.py-INFO:epoch: 37, dataset: CVC-ClinicDB, dice: 0.9278645161290322]
[2023-03-20 07:01:15 PM-train.py-INFO:epoch: 37, dataset: Kvasir, dice: 0.9152810000000001]
[2023-03-20 07:01:35 PM-train.py-INFO:epoch: 37, dataset: CVC-ColonDB, dice: 0.7854773684210531]
[2023-03-20 07:01:59 PM-train.py-INFO:epoch: 37, dataset: ETIS-LaribPolypDB, dice: 0.7429096938775515]
[2023-03-20 07:05:51 PM-train.py-INFO:epoch: 38, dataset: CVC-300, dice: 0.8052066666666667]
[2023-03-20 07:05:53 PM-train.py-INFO:epoch: 38, dataset: CVC-ClinicDB, dice: 0.8505725806451614]
[2023-03-20 07:05:59 PM-train.py-INFO:epoch: 38, dataset: Kvasir, dice: 0.8811199999999999]
[2023-03-20 07:06:19 PM-train.py-INFO:epoch: 38, dataset: CVC-ColonDB, dice: 0.6594994736842104]
[2023-03-20 07:06:42 PM-train.py-INFO:epoch: 38, dataset: ETIS-LaribPolypDB, dice: 0.5725612244897956]
[2023-03-20 07:10:32 PM-train.py-INFO:epoch: 39, dataset: CVC-300, dice: 0.903913333333333]
[2023-03-20 07:10:35 PM-train.py-INFO:epoch: 39, dataset: CVC-ClinicDB, dice: 0.8975629032258065]
[2023-03-20 07:10:40 PM-train.py-INFO:epoch: 39, dataset: Kvasir, dice: 0.9032259999999996]
[2023-03-20 07:11:01 PM-train.py-INFO:epoch: 39, dataset: CVC-ColonDB, dice: 0.7753734210526316]
[2023-03-20 07:11:24 PM-train.py-INFO:epoch: 39, dataset: ETIS-LaribPolypDB, dice: 0.7210076530612245]
[2023-03-20 07:15:12 PM-train.py-INFO:epoch: 40, dataset: CVC-300, dice: 0.8956116666666667]
[2023-03-20 07:15:14 PM-train.py-INFO:epoch: 40, dataset: CVC-ClinicDB, dice: 0.9034387096774195]
[2023-03-20 07:15:20 PM-train.py-INFO:epoch: 40, dataset: Kvasir, dice: 0.9130110000000002]
[2023-03-20 07:15:40 PM-train.py-INFO:epoch: 40, dataset: CVC-ColonDB, dice: 0.7882486842105265]
[2023-03-20 07:16:03 PM-train.py-INFO:epoch: 40, dataset: ETIS-LaribPolypDB, dice: 0.7279969387755106]
[2023-03-20 07:19:51 PM-train.py-INFO:epoch: 41, dataset: CVC-300, dice: 0.8976333333333333]
[2023-03-20 07:19:53 PM-train.py-INFO:epoch: 41, dataset: CVC-ClinicDB, dice: 0.9056080645161293]
[2023-03-20 07:19:59 PM-train.py-INFO:epoch: 41, dataset: Kvasir, dice: 0.9145009999999998]
[2023-03-20 07:20:19 PM-train.py-INFO:epoch: 41, dataset: CVC-ColonDB, dice: 0.7939968421052636]
[2023-03-20 07:20:42 PM-train.py-INFO:epoch: 41, dataset: ETIS-LaribPolypDB, dice: 0.7264714285714287]
[2023-03-20 07:24:36 PM-train.py-INFO:epoch: 42, dataset: CVC-300, dice: 0.8930750000000002]
[2023-03-20 07:24:39 PM-train.py-INFO:epoch: 42, dataset: CVC-ClinicDB, dice: 0.9077564516129033]
[2023-03-20 07:24:44 PM-train.py-INFO:epoch: 42, dataset: Kvasir, dice: 0.9147679999999998]
[2023-03-20 07:25:05 PM-train.py-INFO:epoch: 42, dataset: CVC-ColonDB, dice: 0.7967928947368419]
[2023-03-20 07:25:29 PM-train.py-INFO:epoch: 42, dataset: ETIS-LaribPolypDB, dice: 0.7156693877551022]
[2023-03-20 07:29:13 PM-train.py-INFO:epoch: 43, dataset: CVC-300, dice: 0.8486916666666667]
[2023-03-20 07:29:16 PM-train.py-INFO:epoch: 43, dataset: CVC-ClinicDB, dice: 0.8851177419354839]
[2023-03-20 07:29:21 PM-train.py-INFO:epoch: 43, dataset: Kvasir, dice: 0.8911419999999997]
[2023-03-20 07:29:42 PM-train.py-INFO:epoch: 43, dataset: CVC-ColonDB, dice: 0.7648994736842107]
[2023-03-20 07:30:05 PM-train.py-INFO:epoch: 43, dataset: ETIS-LaribPolypDB, dice: 0.7032974489795923]
[2023-03-20 07:33:54 PM-train.py-INFO:epoch: 44, dataset: CVC-300, dice: 0.8738233333333336]
[2023-03-20 07:33:57 PM-train.py-INFO:epoch: 44, dataset: CVC-ClinicDB, dice: 0.9063596774193546]
[2023-03-20 07:34:03 PM-train.py-INFO:epoch: 44, dataset: Kvasir, dice: 0.9075850000000003]
[2023-03-20 07:34:23 PM-train.py-INFO:epoch: 44, dataset: CVC-ColonDB, dice: 0.7863607894736838]
[2023-03-20 07:34:47 PM-train.py-INFO:epoch: 44, dataset: ETIS-LaribPolypDB, dice: 0.6959229591836736]
[2023-03-20 07:38:38 PM-train.py-INFO:epoch: 45, dataset: CVC-300, dice: 0.8815800000000001]
[2023-03-20 07:38:40 PM-train.py-INFO:epoch: 45, dataset: CVC-ClinicDB, dice: 0.9093451612903224]
[2023-03-20 07:38:46 PM-train.py-INFO:epoch: 45, dataset: Kvasir, dice: 0.9064910000000004]
[2023-03-20 07:39:07 PM-train.py-INFO:epoch: 45, dataset: CVC-ColonDB, dice: 0.7935334210526318]
[2023-03-20 07:39:30 PM-train.py-INFO:epoch: 45, dataset: ETIS-LaribPolypDB, dice: 0.7176489795918368]
[2023-03-20 07:43:17 PM-train.py-INFO:epoch: 46, dataset: CVC-300, dice: 0.8897066666666669]
[2023-03-20 07:43:20 PM-train.py-INFO:epoch: 46, dataset: CVC-ClinicDB, dice: 0.9105258064516129]
[2023-03-20 07:43:25 PM-train.py-INFO:epoch: 46, dataset: Kvasir, dice: 0.9075079999999999]
